,user,item,rating
41,1,736,3.0
655,6,225,4.0
58,1,1049,5.0
120,1,2018,5.0
997,7,27741,3.0
725,6,356,5.0
123,1,2046,4.0
599,6,87,3.0
323,4,345,4.0
363,4,1060,2.0
642,6,204,3.0
894,7,924,4.0
875,7,50,4.5
412,4,1885,3.0
387,4,1265,4.0
636,6,186,3.0
76,1,1219,2.0
596,6,76,4.0
562,6,4,3.0
816,6,609,4.0
16,1,296,3.0
192,1,2959,5.0
744,6,383,3.0
104,1,1620,4.0
768,6,474,4.0
913,7,1954,4.5
371,4,1103,5.0
270,3,1263,0.5
547,5,515,3.0
417,4,1916,1.0
549,5,531,4.0
496,4,4074,3.0
334,4,509,1.0
674,6,262,5.0
499,4,4166,3.0
308,4,126,1.0
140,1,2161,5.0
832,6,711,4.0
903,7,1246,1.5
149,1,2353,5.0
960,7,5816,4.5
271,3,1272,0.5
54,1,1030,3.0
156,1,2427,5.0
136,1,2137,5.0
653,6,222,4.0
857,6,888,3.0
147,1,2329,5.0
694,6,303,3.0
689,6,291,3.0
619,6,151,4.0
914,7,2019,5.0
485,4,3911,3.0
848,6,837,3.0
111,1,1804,5.0
121,1,2028,4.0
681,6,274,4.0
926,7,2858,4.0
206,1,3243,3.0
306,4,106,4.0
437,4,2359,4.0
861,6,986,4.0
543,5,410,3.0
701,6,316,5.0
370,4,1094,3.0
910,7,1784,0.5
933,7,3869,5.0
146,1,2291,5.0
767,6,472,3.0
978,7,8528,4.5
152,1,2389,2.0
376,4,1196,5.0
416,4,1914,4.0
984,7,8808,1.5
742,6,381,3.0
483,4,3851,5.0
21,1,362,5.0
475,4,3408,4.0
510,4,4741,3.0
657,6,231,3.0
552,5,589,3.0
10,1,163,5.0
576,6,24,4.0
579,6,27,3.0
219,1,3578,5.0
27,1,500,3.0
898,7,1208,4.0
677,6,267,3.0
40,1,733,4.0
928,7,3354,1.5
558,5,597,3.0
626,6,165,3.0
606,6,102,1.0
918,7,2628,1.5
100,1,1573,5.0
786,6,516,4.0
188,1,2944,5.0
287,3,4518,5.0
220,1,3617,4.0
50,1,1023,5.0
951,7,4995,4.5
609,6,110,5.0
145,1,2273,4.0
38,1,661,5.0
386,4,1259,4.0
43,1,804,4.0
289,3,5181,5.0
98,1,1517,5.0
210,1,3386,5.0
377,4,1197,5.0
536,5,318,3.0
828,6,704,3.0
867,6,1042,3.0
679,6,271,4.0
776,6,493,3.0
254,2,106782,5.0
406,4,1732,4.0
640,6,196,3.0
262,3,527,0.5
895,7,1101,4.0
661,6,239,3.0
205,1,3176,1.0
327,4,368,4.0
716,6,347,3.0
663,6,243,3.0
584,6,41,4.0
834,6,736,5.0
869,6,1061,4.0
902,7,1240,5.0
643,6,205,3.0
524,5,150,3.0
982,7,8783,1.0
521,5,50,4.0
870,6,1064,4.0
320,4,296,1.0
905,7,1517,3.5
513,4,4896,4.0
259,2,122882,5.0
57,1,1042,4.0
479,4,3538,2.0
727,6,358,3.0
750,6,419,3.0
382,4,1213,4.0
795,6,540,3.0
107,1,1676,3.0
341,4,599,2.0
135,1,2116,5.0
48,1,954,5.0
141,1,2174,4.0
124,1,2048,5.0
211,1,3439,4.0
654,6,224,3.0
396,4,1449,5.0
428,4,2150,5.0
941,7,4310,0.5
472,4,3358,3.0
598,6,86,5.0
473,4,3365,5.0
889,7,595,3.5
516,5,1,4.0
239,2,48516,4.0
564,6,6,4.0
459,4,2973,2.0
671,6,257,5.0
519,5,36,4.0
318,4,260,5.0
486,4,3967,4.0
517,5,21,4.0
757,6,445,3.0
131,1,2096,4.0
198,1,3033,5.0
874,7,1,4.5
594,6,65,3.0
331,4,457,5.0
935,7,3977,2.5
390,4,1282,5.0
155,1,2414,3.0
173,1,2641,5.0
436,4,2351,4.0
474,4,3386,4.0
704,6,327,1.0
460,4,2997,4.0
922,7,2688,2.5
251,2,91529,3.5
985,7,8865,1.0
842,6,799,3.0
691,6,293,3.0
761,6,457,5.0
570,6,15,4.0
566,6,8,3.0
684,6,279,3.0
553,5,590,5.0
711,6,339,4.0
443,4,2583,5.0
4,1,50,5.0
554,5,592,3.0
600,6,88,2.0
151,1,2387,5.0
273,3,1302,0.5
171,1,2628,4.0
0,1,1,4.0
116,1,1967,4.0
410,4,1860,2.0
78,1,1222,5.0
272,3,1275,3.5
675,6,265,3.0
688,6,289,3.0
723,6,354,4.0
132,1,2099,4.0
440,4,2406,4.0
326,4,357,3.0
769,6,475,4.0
548,5,527,5.0
179,1,2700,5.0
455,4,2874,4.0
670,6,256,3.0
625,6,163,3.0
705,6,329,4.0
355,4,914,5.0
831,6,710,3.0
759,6,454,4.0
789,6,527,3.0
335,4,538,5.0
561,6,3,5.0
771,6,480,5.0
109,1,1777,4.0
309,4,162,5.0
88,1,1282,5.0
244,2,74458,4.0
190,1,2948,5.0
728,6,359,3.0
590,6,54,4.0
818,6,628,3.0
784,6,510,3.0
495,4,4034,5.0
281,3,2424,0.5
551,5,588,4.0
322,4,342,5.0
404,4,1704,1.0
288,3,5048,0.5
280,3,2288,4.0
624,6,161,3.0
385,4,1250,5.0
948,7,4896,4.0
893,7,920,3.0
843,6,801,3.0
354,4,912,5.0
13,1,231,5.0
980,7,8665,3.5
268,3,1093,0.5
477,4,3489,1.0
202,1,3062,4.0
911,7,1917,4.0
573,6,19,2.0
213,1,3441,5.0
492,4,4027,3.0
916,7,2353,3.5
962,7,5989,4.0
692,6,296,2.0
669,6,254,3.0
422,4,1968,4.0
879,7,260,5.0
180,1,2716,5.0
118,1,2005,5.0
167,1,2580,5.0
656,6,230,5.0
379,4,1199,2.0
470,4,3255,4.0
989,7,8949,4.0
717,6,348,3.0
150,1,2366,4.0
35,1,596,5.0
102,1,1587,5.0
972,7,7155,3.0
992,7,8961,4.0
713,6,342,3.0
399,4,1517,4.0
113,1,1920,4.0
614,6,140,3.0
585,6,43,4.0
763,6,460,3.0
181,1,2761,5.0
541,5,367,4.0
597,6,79,3.0
114,1,1927,5.0
329,4,441,1.0
274,3,1371,3.0
707,6,332,3.0
204,1,3168,4.0
26,1,480,4.0
72,1,1208,4.0
360,4,1025,4.0
231,1,5060,5.0
66,1,1127,4.0
467,4,3175,1.0
753,6,434,4.0
956,7,5459,3.0
703,6,318,5.0
108,1,1732,5.0
616,6,145,4.0
375,4,1188,5.0
556,5,595,5.0
509,4,4641,1.0
798,6,546,2.0
383,4,1219,4.0
445,4,2628,1.0
325,4,351,3.0
409,4,1834,5.0
622,6,159,3.0
193,1,2985,4.0
195,1,2991,5.0
588,6,47,4.0
888,7,593,5.0
350,4,902,4.0
852,6,848,4.0
351,4,904,4.0
166,1,2571,5.0
162,1,2502,5.0
650,6,217,3.0
853,6,852,4.0
965,7,6365,4.0
304,4,52,3.0
529,5,261,4.0
138,1,2141,5.0
883,7,480,5.0
572,6,17,4.0
321,4,319,5.0
9,1,157,5.0
359,4,937,3.0
248,2,80906,5.0
559,5,608,3.0
22,1,367,4.0
434,4,2324,1.0
447,4,2692,5.0
391,4,1283,5.0
24,1,441,4.0
979,7,8636,4.5
565,6,7,4.0
284,3,3210,0.5
817,6,616,5.0
878,7,165,4.0
571,6,16,4.0
92,1,1377,3.0
746,6,410,3.0
221,1,3639,4.0
154,1,2406,4.0
586,6,45,3.0
955,7,5445,4.0
975,7,8360,3.5
630,6,174,3.0
397,4,1466,4.0
90,1,1298,5.0
526,5,232,4.0
142,1,2193,4.0
907,7,1610,4.0
285,3,3703,5.0
896,7,1183,1.5
207,1,3247,3.0
488,4,4002,3.0
295,3,7899,4.5
311,4,176,5.0
175,1,2648,4.0
835,6,747,3.0
489,4,4014,1.0
101,1,1580,3.0
659,6,236,4.0
339,4,593,5.0
799,6,548,3.0
115,1,1954,5.0
286,3,3949,0.5
924,7,2717,3.5
493,4,4029,3.0
667,6,252,4.0
991,7,8958,3.5
256,2,112552,4.0
110,1,1793,4.0
494,4,4033,4.0
621,6,158,4.0
95,1,1445,3.0
936,7,3994,3.0
998,7,30812,3.5
680,6,273,3.0
797,6,543,3.0
648,6,212,4.0
646,6,209,3.0
908,7,1617,3.0
527,5,247,5.0
340,4,595,3.0
172,1,2640,4.0
531,5,266,1.0
514,4,4902,4.0
347,4,892,4.0
620,6,153,3.0
952,7,5218,3.5
931,7,3623,1.0
673,6,261,4.0
765,6,468,4.0
539,5,357,2.0
419,4,1947,5.0
481,4,3788,3.0
165,1,2542,5.0
177,1,2657,3.0
345,4,759,3.0
961,7,5952,4.5
699,6,314,5.0
423,4,2019,2.0
53,1,1029,5.0
718,6,349,5.0
780,6,502,3.0
873,6,1084,3.0
81,1,1240,5.0
967,7,6539,4.5
425,4,2078,5.0
859,6,979,3.0
833,6,719,2.0
730,6,361,4.0
583,6,36,5.0
429,4,2174,5.0
686,6,282,3.0
912,7,1923,1.5
67,1,1136,5.0
337,4,553,2.0
373,4,1179,4.0
695,6,304,4.0
838,6,775,3.0
871,6,1073,3.0
939,7,4246,2.0
652,6,219,3.0
82,1,1256,5.0
781,6,505,3.0
294,3,6835,5.0
591,6,60,4.0
995,7,8972,2.5
257,2,114060,2.0
25,1,457,5.0
981,7,8666,1.0
1,1,3,4.0
234,2,1704,4.5
505,4,4273,4.0
39,1,673,3.0
740,6,378,3.0
421,4,1967,5.0
546,5,475,5.0
361,4,1046,5.0
635,6,185,3.0
937,7,4018,4.0
892,7,780,4.5
919,7,2640,3.0
920,7,2671,4.5
105,1,1625,5.0
357,4,920,5.0
222,1,3671,5.0
732,6,364,5.0
990,7,8957,4.0
993,7,8965,1.0
512,4,4881,3.0
245,2,77455,3.0
216,1,3479,4.0
143,1,2253,2.0
950,7,4993,4.5
752,6,432,5.0
313,4,215,5.0
389,4,1279,2.0
103,1,1617,5.0
821,6,640,1.0
538,5,349,3.0
737,6,371,3.0
994,7,8970,2.5
126,1,2058,5.0
747,6,412,3.0
520,5,39,3.0
676,6,266,3.0
628,6,170,3.0
261,3,31,0.5
498,4,4144,3.0
735,6,368,5.0
822,6,647,4.0
574,6,21,2.0
6,1,101,5.0
697,6,312,1.0
909,7,1682,3.0
758,6,450,4.0
392,4,1288,4.0
819,6,631,4.0
393,4,1291,4.0
73,1,1210,5.0
872,6,1082,4.0
605,6,100,3.0
983,7,8798,4.5
333,4,492,5.0
726,6,357,3.0
557,5,596,5.0
844,6,802,4.0
887,7,592,3.0
530,5,265,3.0
14,1,235,4.0
575,6,22,5.0
144,1,2268,4.0
