,user,item,rating
65405,419,27704,5.0
100248,610,52973,5.0
90135,586,8665,5.0
53123,351,8970,3.5
88602,572,1374,4.0
46622,306,2762,3.0
87730,566,144,3.0
85641,555,2416,3.0
77406,483,1645,3.5
35322,239,316,4.0
95000,599,122918,3.0
85841,555,3783,5.0
29849,204,3751,4.0
89401,580,1201,4.0
1685,17,593,4.5
94832,599,89470,2.5
58230,381,2105,3.0
51442,332,1729,4.0
79058,489,59725,2.5
8399,57,2690,3.0
54583,359,1721,4.5
87996,567,101362,1.5
42048,287,3005,0.5
11332,68,51935,3.5
95337,600,1461,2.5
35493,239,5782,4.5
44852,298,5299,0.5
52408,341,1,5.0
34537,232,48593,2.5
9537,64,1096,5.0
26028,181,338,2.0
58919,384,2268,4.0
41601,282,4027,4.0
77724,483,26776,4.5
50166,323,110730,1.5
19894,131,3826,2.0
6021,42,1285,4.0
35291,238,4855,4.0
49287,318,6025,4.0
99992,610,6873,3.0
14831,94,153,3.0
45528,300,112556,5.0
10815,68,2808,3.5
21799,141,6934,3.5
22081,144,5618,4.0
94780,599,81782,2.5
56353,372,1586,3.0
97404,606,225,3.0
59476,387,1345,4.0
99164,608,3461,2.0
27330,186,595,5.0
85119,553,6,5.0
37785,256,4963,4.5
100177,610,43679,3.5
72236,465,2110,4.0
261,3,31,0.5
53634,354,1208,3.5
59290,387,441,3.5
77172,482,5378,4.5
60545,391,1259,4.0
18658,119,79091,5.0
32509,221,5902,4.0
8065,57,227,1.0
79092,489,81591,5.0
32092,220,1089,3.5
42856,288,3928,3.5
46598,305,145418,4.0
37418,249,185435,3.0
58029,380,130634,3.0
25158,177,2145,3.0
71834,462,6867,1.5
51323,331,63113,3.0
77539,483,3081,4.0
22612,154,72998,5.0
59834,387,4321,2.0
31577,219,541,3.5
29809,203,4993,5.0
66077,425,2997,3.0
96708,603,2633,4.0
61894,410,1207,4.0
21032,139,60684,4.0
66946,432,6365,4.0
38187,262,36,5.0
31304,217,2381,3.0
67459,436,597,3.0
26430,182,2064,2.0
17116,109,230,3.0
76204,479,4890,3.0
88561,572,1079,5.0
85763,555,3210,4.0
37540,253,6773,4.5
34363,232,30894,2.0
54071,356,40955,4.0
51178,330,7387,5.0
44463,297,6,5.0
50014,322,1265,4.0
82501,524,151,5.0
16650,105,59784,3.5
81394,514,59369,4.0
63443,414,3536,4.0
78403,488,1197,5.0
50734,328,1220,5.0
17482,111,7347,0.5
41395,280,58559,4.5
83049,525,97921,4.0
11130,68,6936,3.5
15332,100,587,4.0
9078,62,112552,4.0
83016,525,79702,4.5
56958,380,589,5.0
84165,537,527,1.0
67577,437,1299,5.0
83687,534,2947,4.0
87600,564,67087,3.0
75979,477,59615,4.0
86313,560,5956,3.5
44779,298,4018,2.0
52611,344,3147,5.0
18551,119,1580,4.0
78789,489,2990,3.5
85089,552,4254,0.5
74615,474,6466,4.5
1055,8,364,5.0
4339,28,2058,2.0
99669,610,2028,5.0
55056,365,81591,0.5
39372,274,799,4.0
387,4,1265,4.0
51487,332,3037,4.0
87219,562,4135,5.0
54976,365,6333,3.0
67719,438,1639,4.0
4857,30,4993,5.0
67362,436,150,4.0
62474,414,415,2.0
22742,156,778,4.0
22122,146,502,2.5
63761,414,4714,2.0
44085,294,1005,1.0
29717,202,3147,4.0
31772,219,3593,0.5
61923,410,2171,3.0
39913,274,4545,3.0
9617,64,1917,2.5
79078,489,72874,1.0
100467,610,80831,3.5
11246,68,34405,4.5
53274,352,2762,4.0
71330,457,2694,3.0
63708,414,4482,2.0
88030,567,108932,4.5
97833,606,2948,4.0
34191,232,6264,3.0
18640,119,63113,4.0
95183,600,440,2.5
33588,227,30749,5.0
15603,103,555,5.0
76524,480,2692,4.0
84501,542,8528,1.0
82076,520,2791,4.0
46300,305,51540,4.0
18356,117,17,3.0
74709,474,6999,2.5
69211,448,3552,4.5
37516,253,1192,4.0
96272,603,803,4.0
82029,520,1356,5.0
18244,115,3146,4.0
78522,489,356,4.0
30202,211,2028,4.0
62007,410,4334,5.0
9400,63,89745,3.5
35937,244,3214,5.0
28868,199,6016,4.0
25909,179,296,4.0
89828,582,89745,5.0
27541,187,111,4.5
8480,57,3543,3.0
83161,526,106916,4.0
87639,564,94323,3.0
96333,603,1086,4.0
96305,603,942,5.0
66117,425,4993,4.5
88793,573,2985,4.5
40897,275,4235,5.0
76585,480,3386,3.5
31786,219,3949,4.0
85516,555,1663,4.0
69169,448,3255,4.0
63547,414,3948,3.0
87260,562,7360,3.5
30908,217,141,3.0
54570,359,1172,4.5
23535,160,2716,4.0
944,7,4700,1.5
54049,356,8796,5.0
77920,483,101283,3.0
16063,104,3175,4.0
91485,593,26084,3.5
88050,567,112370,1.5
61414,405,25,4.0
43144,288,53953,3.5
91381,592,589,5.0
60298,389,65,4.0
70172,448,105211,3.5
57661,380,34048,3.0
73100,474,17,5.0
63583,414,4023,3.0
47212,307,3858,1.5
18005,113,932,5.0
55492,368,798,2.0
37465,251,5971,5.0
24669,171,596,5.0
73942,474,2987,4.0
7466,51,616,4.0
31042,217,932,3.0
51251,331,6534,0.5
83937,534,82461,3.5
96151,603,205,4.0
78913,489,5679,2.0
44048,294,552,2.0
96137,603,156,2.0
97135,604,610,5.0
40539,274,75985,3.5
15909,103,89745,3.0
23594,160,3616,4.0
87499,563,105844,4.0
38907,268,155,1.0
68322,442,1186,1.0
54227,357,1208,3.5
37422,250,345,5.0
56421,373,344,3.0
9182,63,527,4.0
44011,294,378,1.0
17367,111,3535,3.5
76309,480,520,2.0
7063,48,1193,3.0
73346,474,994,3.5
35641,240,344,5.0
10624,68,1608,3.0
48157,312,2717,3.0
99655,610,1730,2.0
45710,303,2683,3.0
82493,524,50,2.0
86538,560,102407,3.0
84090,534,144734,4.5
70443,448,148172,1.5
72739,469,2301,3.0
39773,274,3386,3.0
50891,328,79091,2.5
76486,480,2194,3.5
44546,298,165,3.0
46286,305,48304,3.0
61423,405,288,5.0
1787,18,165,4.0
88176,568,50,5.0
68037,438,6373,3.0
75544,477,1219,4.0
91937,596,6534,3.0
48981,317,116797,2.0
46074,305,1954,5.0
7239,50,8157,3.0
59404,387,1206,5.0
26838,182,4889,3.5
72491,469,457,3.0
82949,525,48385,1.0
89509,580,2858,5.0
5211,34,2571,3.0
49063,318,1111,5.0
72855,469,3201,5.0
51495,332,3301,3.5
40105,274,7064,3.0
49615,318,77191,4.0
48809,317,296,5.0
58718,382,34048,4.5
90919,590,3255,4.0
67291,434,55118,4.0
45211,298,69524,4.0
9931,64,33683,4.0
61995,410,4175,4.0
11137,68,7022,3.5
50059,322,4427,3.5
25492,177,33493,3.0
33829,230,4370,4.0
36283,247,68157,4.0
14099,90,896,3.0
99140,608,3268,2.0
66670,429,168,5.0
86912,561,8665,4.0
79769,496,1221,4.0
18934,122,3535,5.0
5578,40,158,4.0
89234,578,71823,4.5
71117,453,4225,4.0
76924,480,32294,3.5
64493,414,43917,3.5
10853,68,3146,3.0
41083,279,780,4.0
57439,380,5388,4.0
98454,606,55946,3.0
34677,232,64034,4.0
5611,40,307,5.0
9073,62,111360,4.0
12915,82,6287,4.0
86288,560,4995,3.5
79594,495,4734,3.5
98033,606,4847,3.5
100199,610,45730,3.0
39428,274,1213,4.0
55424,368,208,3.0
18015,113,1086,4.0
74703,474,6981,4.0
44997,298,8950,2.0
19713,129,1544,4.0
34113,232,4886,4.0
60857,393,4995,4.0
30627,215,260,4.5
63995,414,5611,3.5
35179,236,1345,3.0
75199,474,66934,4.5
34950,234,594,5.0
76875,480,8798,3.0
37652,254,33154,4.0
90583,590,585,2.0
30311,212,2791,4.0
10298,66,7127,3.5
73588,474,1777,4.5
88433,571,1327,5.0
70860,453,208,2.0
100149,610,36931,3.5
12308,76,1367,1.0
41666,282,45720,3.0
11681,70,1235,4.0
607,6,104,4.0
65787,424,1729,3.5
72226,465,1754,4.0
94164,599,6659,3.0
75384,476,317,3.0
42136,288,151,4.0
93506,599,2794,1.5
87911,567,58559,4.0
26259,182,1196,3.0
26792,182,4396,2.0
63688,414,4372,4.0
82346,522,57504,5.0
63614,414,4123,2.0
45259,298,79695,2.5
20580,135,3740,5.0
69077,448,2699,3.0
60329,390,590,3.5
42273,288,1097,5.0
12742,82,165,4.0
88093,567,134246,0.5
59800,387,3949,4.0
46933,307,1263,4.0
80928,510,4993,2.5
6125,42,2404,2.0
12226,75,1372,4.0
73627,474,1950,3.5
7401,50,170875,1.0
98519,607,724,4.0
87724,566,32,4.0
55924,369,2046,3.0
32496,221,4718,2.5
24975,177,736,4.0
12347,76,33004,4.0
99986,610,6764,3.0
90192,586,96861,5.0
69882,448,79592,2.0
21281,140,1957,5.0
1901,18,1732,4.5
65255,418,6863,3.5
10073,66,1222,4.5
26744,182,4037,4.0
95093,599,178061,3.0
98798,608,661,3.0
42379,288,1547,3.5
19189,124,480,3.5
1613,16,1247,4.0
42435,288,1961,3.0
9893,64,8014,5.0
73242,474,589,4.0
67204,434,3000,5.0
45338,298,93721,3.0
59525,387,1907,2.5
96589,603,2076,5.0
98797,608,653,3.5
93383,599,2366,3.0
15327,100,508,4.0
79023,489,46578,4.0
70232,448,111617,2.0
78268,486,253,4.0
53465,352,111759,5.0
13082,84,17,5.0
44707,298,2916,4.0
39411,274,1091,3.0
14850,94,344,3.0
2421,19,745,4.0
94231,599,7046,2.5
6772,45,3301,4.0
34464,232,41769,2.5
17727,111,100507,4.5
70331,448,124859,2.0
87030,561,95510,3.0
71545,462,10,3.0
55304,367,3088,5.0
31944,219,33166,3.5
48910,317,55276,4.0
86128,560,48,2.5
13457,86,7361,4.5
52387,340,208,3.0
49690,318,90600,3.0
80127,503,4232,0.5
28350,198,66,1.0
13966,89,131104,4.5
86229,560,2959,4.5
100409,610,71899,4.5
55255,367,1278,2.0
40194,274,8972,3.5
42268,288,1083,3.0
3595,21,111743,3.5
6865,45,33495,3.0
23475,160,2162,1.0
59659,387,2789,3.5
62400,414,235,4.0
36908,249,53121,3.0
43518,292,480,4.0
1864,18,1214,4.0
1,1,3,4.0
14976,95,4235,5.0
38859,267,1196,5.0
39016,268,2762,4.0
92225,597,588,4.0
70212,448,109416,2.0
62055,411,252,3.0
81351,514,6377,4.0
44584,298,1036,3.0
52925,348,50,5.0
82385,522,86345,5.0
43983,294,255,1.0
68050,438,6565,3.5
58892,383,2996,4.0
72252,465,2916,4.0
49876,319,2687,5.0
88959,573,88744,4.5
24834,174,592,5.0
80302,506,52973,3.5
92332,597,1290,3.0
9093,62,116823,4.0
80390,509,364,4.0
22825,156,1264,3.0
19651,128,593,5.0
27043,182,7361,4.5
10179,66,2987,4.0
22529,153,60950,1.0
90290,587,765,3.0
20128,132,4246,4.5
76070,479,736,3.0
8928,62,40815,4.5
16861,105,134109,5.0
94248,599,7225,3.0
90591,590,595,4.5
51510,332,3996,4.5
65521,420,4816,4.0
55941,369,2916,3.0
45469,298,149352,0.5
62053,411,246,5.0
54083,356,48385,2.5
47851,309,1213,2.5
7661,51,3763,4.0
22571,153,109374,4.0
31287,217,2331,2.0
41960,286,7438,5.0
44567,298,541,4.5
13904,89,107951,5.0
10126,66,1956,5.0
76756,480,5508,4.0
7190,50,3000,3.5
8913,62,27831,4.5
33322,226,3578,4.0
63249,414,2857,3.0
80768,509,91266,2.5
25945,179,762,3.0
6090,42,2000,5.0
51555,332,7482,3.5
12478,79,377,4.0
92296,597,1204,5.0
46766,307,165,2.5
86452,560,55442,4.0
73485,474,1303,4.0
61092,398,2968,4.0
72973,470,480,5.0
2319,19,273,1.0
63184,414,2615,2.0
66664,429,60,4.0
56245,372,924,2.0
41967,287,101,4.0
13669,89,5419,5.0
64835,414,88129,5.0
2845,19,3044,3.0
13190,84,532,3.0
84481,542,5418,4.0
83586,534,165,4.5
87417,563,50954,1.0
2126,18,64957,3.5
81214,514,2096,4.0
71022,453,2880,4.0
